Great Place to entertain Kids,For a small price of admission the kids will be entertained for hours. Different displays every few months. Safe for the kids to wander around by themselves while you have a coffee
Scitech,"Fun place for adults and children alike! Plenty of things, objects and buttons to see, press and play with! Children love it!"
Awesome!!,"Been there with my au pair- kid and we LOVED it! It's not just for kids, also for adults! Even i learned some new things! You can maje awesome expwriments! I loved it! I would evwn go there a second time! They also have a..."
A fun place for children to learn science,All exhibits are still in working condition and there are plenty for children to play and experiment with. Wish they had better food for parents who are waiting for their children.
Entertaining,"Love visiting Sci tech. No matter how many times you attend there is always something new to engage your children. The food corner however needs addressing as only two machines worked and you are unable to purchase a hearty lunchtime meal, only snack filled with..."
A great place for a family visit,"Two adults and one child was only $45, and that was a good price I think. We also got up to eight hours worth of parking too, so that was also a nice extra within the price.
Scitech is fantastic, full of things to see..."
Very cool,"Scitech was great, such a good way to get the next generations interested in science. Even the adults enjoyed trying to figure out a few of the experiments. Staff were all very helpful and happy. Worth a visit for both young and old."
Young Einsteins,I have been bringing Little Miss 7 here since she was 2 and she absolutely loves it. She asks to go 2-3 times a year and never gets tired of the regular attractions. The Scitech guys are great and the theatre shows are just the...
Halloween at Scitech was a spectre-cle!,"Bad pun, but what a fantastic night we had, the girls were dressed up in their favourite Halloween outfits and the staff were brilliant. The planetarium was again, amazing. Lots to touch and play with. and there is always something new to play with."
Fantastic outing for kids of all ages,Hands-on science and technology experience for everyone. Very friendly and informative staff. Close to public transport (train). Great outing for a rainy day and encourages kids to think 'outside' the square (even if they aren't aware of it!).
Scitech,"This is great fun for the family and the kids will be thrilled with all the hands on activities for them to use, a fun day out for the whole family."
Great for family,"Best value for money in Perth for family fun,undercover for all seasons.
No time limit on staying and so many activites for the kids to do."
Awesome for the kids when the weather is bad,The weather hasn't been that great on this trip. This place is fantastic for the kids if it is not beach weather. World class and would definitely do it again.
Not just for kids,"I was bringing a 10 yr old child to this place and I wasn't expecting much when I visited this place. However the movie was mind blowing, 360degree theatre showing history of planes and the galaxy was just amazing. The game centre was so much..."
Enough fun for 8yo to ask to return 3 times.,"A wide variety of interesting exhibits and free wifi. We visited Scitech on 3 separate occasions as we have a pass and my son loved it. Being so close to Kings Park, we could easily move between the two places depending on the weather. Astro..."
always fun and something new to try,Both my one year old and three-year old girls have a great time here. They last a couple of hours and will often get fixated with one or two of the displays. They regularly change the exhibits to keep things fresh. Make sure you get...
Scitech,Oh boy what a great place to go young middle & old people!! I fall into the latter and had a great day. Go to the shows very professional and well presented and very informative. Cafe not great but not bad. Found this place by...
Best science I have been to...and that is a lot.,"I'm in love with this place. I took my kids (2 and 4) today because it was raining. We only found one item not working properly, the rest worked great. Get there early for the science lab show and puppet show. I wasn't able to..."
A must for young and not so young,We visted as a family group and were educated and entertained for hours. Many and varied hands on exhibits for all ages. The staff were hepful and friendly a great place to go and interact with science.
Fun for all ages,It is an awesome place to spend the morning or the afternoon with the kids. The older kids will benefit as much as he little ones. There are show times and kids will experience hands on science.
Explore the unknown,SciTech is a place for young and old with plenty of experiments taking place for you to participate in. Tons of fun here.
Fun Fun Fun,"There are many interactive activities for children to explore. His favourite is a construction site which has helmets, pulley, wheelbarrows, bricks and a wall for them to build. As he plays, he interacts with the other children and learn about teamwork too.
There is also..."
Absolutely fabulous for kids,There is so much for kids to do and see here. Even chicks hatching out of eggs on display. There's lots of inter active activity and kids can just run around and go nuts. We'll definitely go back
Brilliant Code Breaking,We were exhausted at trying to find the place but once there we had a great time working our way around the code cracking exhibit. It really pulled us all in and we felt a sense of achievement at completing the course. Other exhibits were...
Great for the kids,A wonderful place to take the kids or grandkids in the school holidays. There is a lot for them to see and do and plenty of interaction activities. Our grandkids loved every minute of it.
Fantastic family day in Perth,What a great way to spend a rainy or cool day in Perth. All of my boys ranging from 3 years to 11 years were mesmorised by this place. Infact they didn't want to stop for lunch (tip- take your own lunch) and were closing...
Great for the kids,This is a staple for Perth parents with young kids. We have bought an annual pass a number of times. Both of my boys enjoy their visits - especially the new exhibits.
Amazing,"This is the best attraction in the whole of Australia, and not just for kids, adults can also enjoy it! As well as being fun it is also educational, which is good. One of the best things there is a show they put on a..."
Be ready to be surprised!,"Scitech is best visited with children, because then it is easy to try all the experiments and exhibits without feeling you are in the way of children bursting to have a go! The exhibitions and displays change regularly, so there is always something new to..."
Science for everyone!,"If you ever wanted to meet a ""real"" scientist - come to Scitech in West Perth...you will experience hands-on demonstrations of what we scientists are fascinated by. Interactive science that is ingenious, fun, and educational."
fun,"our kids were reluctant to go , a bit too cool, we couldn't get them to leave!!!! they loved all the educational toys but we loved all the hidden learning that occurred."
We could have spent an entire day there!,What an excellent centre!!! We thought at first that it was a small place since it was located within a shopping mall. But once inside we discovered so many interesting and fun exhibits that even my 60 year old father was playing away! Needless to...
Adults only night is amaing!,"I've been here a few times but the best is Adults Only Night/ After Dark. It's run twice a year, same price, same exhibition plus more. They set up a bar for drinks and have added stations where staff get you to try different experience..."
kids,a great place to bring the kids ages from 3 - 12. fun touch things and science stuff. food and drinks are available too. transport there is easy
Grand children day out.,"If you want a great educational and interesting day out for the children (and adults, why should they have all the fun), this is the place to go. This is learning science with fun, as you have participation in the activities. No ever has time..."
Hours of learning fun,What a great place to spend a few hours for children and adults alike. Interactive fun supplies a great variety of learning experiences. Well trained staff. Great puppet show for little ones. Planetarium is definitely something to experience.
Fun day out for all,So much do do and see at scitech that is both educational and fun for young and old. There are hands on activities to be done as well as very informative sessions that explain science topics and experiments. Also included in the entrance fee is...
A grand child's heaven!,"I took my grandson recently (it was our second visit!) and we both had a ball. The exhibits both stand alone and interactive are wonderful, entertaining and stimulating. Thoroughly recommended."
Kids will love it!,"We took the grand kids here. The best way is by train or if you drive you will get a parking voucher at the entrance. Parking is underneath.
A lot of interaction and learning for all ages and a couple of shows. You can spend..."
Great learning,The ever changing exhibits makes this a venue to visit at least a few times per year. Kids of all ages will be entertained and bemused by the wonders of science.
Be a Kid again.,We took the grandchildren here and they just loved it...it doent seem to matter what age yu are there is something for everyone...I learn some stuff that Im sure I new at one time but had forgotten. and of course the grandies can teach us...
Kids loved it,"My two primary school kids had a ball discovering things, the puppet show was a laugh as well we really enjoyed it"
Great Family Day Out.,"Fantastic for kids who have a facination with how things work. Great day out.
Very affordable for a family of five."
great family fun,Had a fantastic time with our son. Even we learned a thing or two. Great value but you should allow a few hours to truly get your money's worth.
Fun day out for kids and mum and dad,"We visited Scitech in March this year and had a really enjoyable day out. Our children are 2 and 4 and there was plenty to entertain them both. My 2 year old son loved building a wall, using the wheelbarrows and posting bricks. My daughter..."
Fantastic !,"I took my nephew to Scitech for the first time, altho i had been befour, He enjoyed it so much I had trouble getting him to leave.
I highly reccomend it for children of all ages, there are fantastic activities and really interesting facts.
Kids..."
great!,"I loved Scitech, so open and hands on. The staff were great and informative. A must for anyone entertaining kids of all ages!"
Educational,"Love scitech. Went with my son who now 6 but we've been visiting here since he was about 3. Loads to do and great fun for the whole family.
Went to the planetarium and learnt about the planets. I wanted to go and watch all..."
Science fun for kids (and adults),"Scitech always fascinates the kids, they have many displays, everything is interactive, there is an area for the little kids that is a bit like 'Bob theBuilder' and lots for them to do in there. There is a shop and the planetarium (for children over..."
Every year,"I take my Son here every year, always something new to see and also the old favorites.
Its been around for years and no wonder, the kids love the place."
Great time for young and old,"Great place to easily lose a day, heaps of fun, very educational, interactive, planetarium shows were fantastic. We thoroughlyenjoyed it, parking on site, easy access."
fun for all ages,"fun for all ages, little kids to adults, very educational and quite fun to learn about different thing all the time,
just be sure to check there website for info on whats on show at the time you want to go"
Fabulous Weekend Afternoon Fun,A great way to spend a hot or rainy afternoon if the kids are getting bored. There is so much for all ages and even Mum and Dad will enjoy themselves. The theatre is a must. There is a cafe outside the entrance and there...
great day out for kids big small and giant,"lots to do, can keep them occupied for hours and its educational whats not to like. From little ones of 3 ish up to those in their 70s and beyond. One of the best entertainment venues for families in Perth."
Great hands on adventure,Great Western Power display with lots of hands on things for kids of all ages (adults too) to get involed in.
Day out with kids,"This place is all round quality for the kids, we have a 6yr old and 10yr old, even after second time round they still loved it. You could spend a whole day there. So much to learn and do for the kids. One of the..."
Kids will love this place,"Very educational,fun for all and well worth entrance fee."
A Great Day For The Kids!,Although I am 14 I decided to take my aunty out to show her the place I adored as a child! We got off the train and walked over the road. There are always terrific exhibits there and it is always changing! Even for me...
Fun and hands on,"Great family entertainment , lots of hands on and changes around regularly so keeps kids keen to go again, fun for parents to try different things too not limited to kiddos"
A great day out for the kids.,"If you're local, buy a membership so you can take your kids regularly. Along with plenty of static displays (I never get sick of checking out the little chicks hatching) they regularly change the exhibits. Last time I was there, I took my 6 y.o...."
Entertaining!,I took a group of girls to scitech ages 8-10. They had a great time. We spent the whole day there. We watched a couple of shows. I found the staff fantastic. There was many walking around willing to help and show the kids how...
Great place to let the kids run around and explore,"The kids love going to Scitech. There is so much to touch and play with, it provides hours of entertainment and excitement for them. They are bound to sleep well after visiting."
A must for the holidays,"Took my son on the school holidays to see the dinasaur exibit, that was pretty good. But what we both really liked and had the wow factor was the Horizon-The planetarium, what an amazing experience. Its something you have to see to believe.
The gift..."
Fantastic kids day out,"We took the children to Scitech for the day (aged 7, 5 and 1) and we enjoyed it as much as they did! A big hit was the 'be a television reporter' stand!"
Great place for fun...and learning!,"Great place! Caters for all ages, ranging from the little ones to us, older ones! Fantastic variety of activities including puppet shows, simulated helicopter rides and special exhibitions. Well worth it!"
You can't go pass the yearly pass,We are visiting Perth for a month so the amount of fun our kids had here warranted a second visit. We realized this on the day so could easily upgrade our tickets to a family yearly pass. Visiting in winter it's been a fun cheap...
A must see if you have children,Scitech is a fantastic science museum and a great place to take your children when in Perth. There is a cafe on site and lots of different activities to keep the kids amused and parents can learn something too!
Scitech,Scietch is a great place for the family or friends. The different shows and unsual things to discover and play are amazing. I love the section when you go through this tunnel and it will count down and it will print your shadow on the...
Wonderful,"This is a must see for anyone interested in anything science related, and all kids are well provided for across the ages. Always innovative and constantly changing. Lots of interactive displays. Just make sure you eat beforehand as the cafe food is basic and microwaved...."
Dinosaurs are ace,The dinosaurs exhibit is fantastic - there are several really life like models including a dinosaur incubating a clutch of hatching eggs. Some really good interactive displays. The planetarium show was good as ever we saw the weather in the solar system haivng seen the...
Great place for Kids,"Kids will absolutey adore this place, i did when i was a kid. Its full of things that are interactive and a great way to learn a lot of things. Science is a fascinating subject and this is a great place to epose your children..."
Educational fun,So much to do and not enough time to do it in. Beware as parents have as much fun as the kids. Easy parking and easy to find.
Great day out,"good value, loads to do, innovative. None of the taxi drivers seemed to know how to get their or how to pick us up? Not much in the way of refreshments"
Great for kids,"Really good shows, staff & exhibitions. We take the kids about 6 times a year & they love it, as do we."
Science in action.,Love visiting here with my kids and have been returning for many years when we are in Perth. The children love the aspect of being able to touch things when often places they go are more aimed at looking.
Fun Time,"We took Our Grand Daughter here & we had a Fun Time. It was a very Hot Day In Perth & it was nice to be in the Cool & spending many hours here.
Lots of things to not only entertain the Children but also..."
Love it! So much fun!,"If you like science even just a little bit, this is such a fantastic place to visit as there are so many interesting & interactive exhibits to play with ... but beware ... you won't want to let the kids have a go!"
"A Must for all kids, even adults can learn something","Probably the best science oriented set up for younger kids.
So much to see, learn, and not too complicated.
Theres even a section for toddlers with lots of colour.
And, the planetarium shows are 1st class, all part of the entry fee.
You can even..."
an outing worth going to for all the family,This is a great place to take kids of all ages so much to see and do in side
Great for kids,"Scitech is a great day out for kids and adults alike, Interactive to keep the kids and parents entertained for hours."
sci tech,"Liked the non structured feel, nice to be able to let the kids take their time on different activities. Great to take up lots of time in the airconditioning too!!"
Great for kids of all ages,A great place for kids of all ages to experience all kinds of weird and wonderful scientific gadgets.
Scitech,This place is great for school holidays....my kids loved it and so did I...they have fun & learn at the same time...I like that!
great fun,"An amazing place for kids and adults to explore and learn, but only take people who want to learn, wasted on adults who go for the wrong reason. Set aside at least 4 hours."
Education Plus,"What a great place for youngsters and oldies. A great place to walk around and discover amazing facts. If they had a place like this when I was growing up, I would have had a much greater interest in science than I did. Highly recomend..."
GREAT INTERESTING,"this is brilliant for kids, very interesting for Adults also. But definately worth kids going too and central to perth."
Fun!,The CSI evening event was fantastic. All the exhibitions are itneresting and interactive.
Every Kid should visit - Mums and Dads will enjoy too!,"Future Scientist beware, you are missing out if your parents don't take you for a day out at SciTech. Lose your kids there, as they immerse themselves in exploring gravity, technology and a whole heap of other occupying scientific experiments and ideas aimed to create..."
Great fun,I often take my son here as it's such fun for kids (and grown up's)
"Great place for the whole family, you...","Great place for the whole family, you will definately find out things you never knew before. The planetarium show is realistic and entertaining. There is something for all ages, from puppet shows to baby chicks to science displays for the older kids."
Sensational Scitech,"Our Grandsons, 5,8 and 10 loved this experience. The interactive exhibits, had them entertained for hours. We were so impressed with the helpful, knowledgeable staff, the number of activities available for different age groups, though intermingled for anyone interested in the areas.
As a first..."
Excellent place for kids,Scitech is the most amazing place to take the kids for a day trip. It has interactive exhibits that get the kids involved. I have taken my grandchildren there several time they range from 10-16 and they enjoyed the experience. It is within easy walking...
Just brilliant!,"Fantastic hands-on childrenâ€™s science centre and planetarium. There are science based activities for all ages that are really well done, and interesting for parents too! The staff are knowledgeable about the physics behind the â€œexperimentsâ€ and are happy to give detailed kid-level explanations â€” even..."
Not Just 4 Kids,"WOW - went here for date night part of Fringe Festival ! fantastic all round, service show everything so well done. I found that regular shows are done to entertain adults
of an evening, so jump on there site and get educated and entertained by..."
